field;region;land_type;fertility_score;season;crop;crop_predecessor;crop_yearold;area;hybrid;reproduction;seed_origin;technology;yield_plan;p2o5;k2o;humus;ph
62.24.14.025.00;Рязань;пашня;4;2023;Кукуруза силос;"Кукуруза силос; Кукуруза зерно";;117,21;;;;;7,70;119,00;236,00;5,20;4,80
62.24.14.026.00;Рязань;пашня;4;2023;Кукуруза силос;Овёс;;175,84;;;;;7,70;110,00;181,00;4,00;5,00
62.24.14.027.00;Рязань;пашня;4;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;222,62;;;;;1,30;79,00;165,00;6,10;5,20
62.24.14.028.00;Рязань;пашня;4;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;5;101,94;БН 06-18;РСт;Покупные;минимальная;3,10;;;;
62.24.14.031.00;Рязань;пашня;4;2023;Кукуруза зерно;Оз.пшеница мягкая;;56,39;;;;;5,90;112,00;210,00;5,80;5,30
62.24.14.032.00;Рязань;пашня;4;2023;Кукуруза зерно;Яр.ячмень;;90,33;;;;;5,90;;;;
62.24.14.033.00;Рязань;пашня;4;2023;Кукуруза зерно;Подсолнечник;;87,76;;;;;5,90;;;;
62.24.14.034.01;Рязань;пашня;4;2023;Кукуруза силос;Одн.тр.овёс корм;;122,03;;;;;7,70;76,00;90,00;4,70;5,10
62.24.14.034.02;Рязань;пашня;4;2023;Кукуруза корнаж;Одн.тр.овёс корм;;424,09;;;;;5,90;76,00;90,00;4,70;5,10
62.24.14.035.00;Рязань;пашня;4;2023;Кукуруза силос;Одн.тр.овёс корм;;144,56;;;;;7,70;74,00;137,00;5,00;4,80
62.24.14.036.00;Рязань;пашня;4;2023;Яр.ячмень;Кукуруза корнаж;;78,34;;;;;3,60;87,00;189,00;5,40;5,00
62.24.14.037.00;Рязань;пашня;4;2023;Одн.тр.овёс корм;Кукуруза силос;;284,05;;;;;3,30;112,00;155,00;4,80;4,90
62.24.14.038.00;Рязань;пашня;4;2023;Кукуруза силос;Одн.тр.овёс корм;;165,56;;;;;7,70;73,00;129,00;4,70;5,10
62.24.14.039.00;Рязань;пашня;4;2023;Одн.тр.овёс корм;Кукуруза силос;;166,19;;;;;3,30;169,00;226,00;6,20;5,30
62.24.14.040.00;Рязань;пашня;4;2023;Одн.тр.овёс корм;Кукуруза зерно;;47,38;;;;;3,30;91,00;182,00;6,10;5,30
62.24.14.041.00;Рязань;пашня;4;2023;Одн.тр.овёс корм;Кукуруза корнаж;;19,44;;;;;3,30;146,00;177,00;6,70;4,60
62.24.14.042.00;Рязань;пашня;4;2023;Одн.тр.овёс корм;Кукуруза зерно;;27,64;;;;;3,30;87,00;189,00;5,40;5,00
62.24.14.043.00;Рязань;пашня;4;2023;Пар;Залежь, лес;;40,34;;;;;;;;;
62.24.14.044.00;Рязань;пашня;4;2023;Яр.пшеница мягкая;Кукуруза корнаж;;184,78;;;;;3,90;66,00;140,00;4,50;4,90
62.24.14.045.00;Рязань;пашня;4;2023;Люцерна 1 г.ж.корм;Яр.пшеница мягкая;1;80,74;;;;;1,30;;;;
62.24.14.046.00;Рязань;пашня;4;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;171,48;;;;;1,30;64,00;96,00;4,80;4,90
62.24.14.047.00;Рязань;пашня;4;2023;Яр.ячмень;Кукуруза зерно;;38,12;;;;;3,60;144,00;217,00;4,20;4,90
62.24.14.048.00;Рязань;пашня;4;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;163,04;;;;;3,10;123,00;191,00;4,90;5,30
62.24.14.049.00;Рязань;пашня;4;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;190,32;;;;;3,10;82,00;174,00;5,30;4,80
62.24.14.050.00;Рязань;пашня;4;2023;Яр.ячмень;Подсолнечник кондит.;;534,15;;;;;3,60;133,00;232,00;4,80;5,20
62.24.14.051.00;Рязань;пашня;4;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;55,98;;;;;3,10;;;;
62.24.14.052.00;Рязань;пашня;4;2023;Яр.ячмень;Подсолнечник;;160,50;;;;;3,60;93,00;194,00;4,80;5,20
62.24.14.053.00;Рязань;пашня;2;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;4;8,75;БН 06-18;РСт;Покупные;минимальная;3,10;;;;
62.24.14.054.00;Рязань;пашня;;2023;Пар;Залежь;;34,58;;;;;;;;;
62.24.14.055.00;Рязань;пашня;;2023;Пар;Залежь;;21,73;;;;;;;;;
63.21.02.001.00;Самара;пашня;;2023;Кукуруза зерно;Пар;;144,20;П 7043;РСт;Покупные;классическая с плугом;;;;;
63.21.02.002.00;Самара;пашня;3;2023;Кукуруза зерно;Пар;;141,47;П 7043;РСт;Покупные;классическая с плугом;;;;;
63.21.02.004.00;Самара;пашня;3;2023;Кукуруза зерно;Пар;;151,81;П 7043;РСт;Покупные;классическая с плугом;;;;;
63.21.02.005.01;Самара;пашня;3;2023;Кукуруза зерно;Пар;;30,08;П 7043;F1;Покупные;классическая с плугом;;;;;
63.21.02.005.02;Самара;пашня;3;2023;Пар;Пар;;9,07;;;;;;;;;
63.21.02.005.03;Самара;пашня;3;2023;Пар;Пар;;16,44;;;;;;;;;
63.21.02.006.00;Самара;пашня;3;2023;Кукуруза зерно;Пар;;5,68;П 7043;РСт;Покупные;классическая с плугом;;;;;
63.21.02.007.00;Самара;пашня;;2023;Пар;;;115,51;;;;;;;;;
63.21.02.008.00;Самара;пашня;;2023;Пар;;;187,43;;;;;;;;;
63.21.02.009.00;Самара;пашня;;2023;Пар;;;13,72;;;;;;;;;
63.21.02.010.00;Самара;пашня;;2023;Пар;;;26,65;;;;;;;;;
63.21.02.011.00;Самара;пашня;;2023;Пар;;;246,73;;;;;;;;;
63.21.05.001.00;Самара;пашня;;2023;Кукуруза зерно;Пар;;172,87;П 7043;РСт;Покупные;классическая с плугом;;;;;
63.21.05.002.00;Самара;пашня;;2023;Кукуруза зерно;Пар;;50,86;П 7043;РСт;Покупные;классическая с плугом;;;;;
63.21.05.003.00;Самара;пашня;;2023;Пар;Залежь;;102,98;;;;;;;;;
63.21.05.005.01;Самара;пашня;;2023;Пар;Залежь;;80,12;;;;;;;;;
63.21.05.005.02;Самара;пашня;;2023;Залежь;Залежь;;15,84;;;;;;;;;
63.21.05.006.00;Самара;пашня;;2023;Кукуруза зерно;Пар;;75,60;П 7043;РСт;Покупные;классическая с плугом;;;;;
63.21.06.002.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Кукуруза силос;1;65,76;;;;;2,00;250,00;234,33;7,20;7,30
63.21.06.003.01;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;146,61;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;163,67;197,00;7,70;5,40
63.21.06.003.02;Самара;пашня;3;2023;Яр.пшеница мягкая;Подсолнечник;;9,27;;;;;;163,67;197,00;7,70;5,40
63.21.06.007.01;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;44,89;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;155,60;187,20;8,64;6,70
63.21.06.007.02;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;42,39;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;155,60;187,20;8,64;6,70
63.21.06.007.03;Самара;пашня;4;2023;Яр.ячмень;Подсолнечник;;4,36;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;155,60;187,20;8,64;6,70
63.21.06.008.01;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;152,64;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;175,00;154,64;8,58;6,73
63.21.06.008.02;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;43,45;Сарга;;Покупные;;;175,00;154,64;8,58;6,73
63.21.06.008.03;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;39,58;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;175,00;154,64;8,58;6,73
63.21.06.008.04;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;32,70;Сарга;;Покупные;;;175,00;154,64;8,58;6,73
63.21.06.010.01;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;219,93;;РСт;Покупные;классическая с плугом;5,00;118,66;175,29;6,84;6,00
63.21.06.010.02;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;171,88;Сарга;РС-1;Покупные;классическая с плугом;2,00;118,66;175,29;6,84;6,00
63.21.06.010.03;Самара;пашня;3;2023;Залежь;Лён масличный;;61,02;;;;;;118,66;175,29;6,84;6,00
63.21.06.010.04;Самара;пашня;3;2023;Строительство;Лён масличный;;149,29;;;Покупные;нулевая с прямым посевом;;118,66;175,29;6,84;6,00
63.21.06.010.05;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;71,49;Каскад 166;;Покупные;нулевая с прямым посевом;5,00;118,66;175,29;6,84;6,00
63.21.06.011.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;190,15;Вега 87;РСт;Покупные;классическая с плугом;2,00;127,31;210,63;9,10;5,90
63.21.06.012.00;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;31,12;П 7043;РСт;Покупные;классическая с плугом;5,00;181,50;200,00;6,20;6,00
63.21.06.013.00;Самара;пашня;3;2023;Кукуруза силос;Кукуруза силос;;39,39;;РСт;Покупные;классическая с плугом;5,00;172,50;220,00;6,30;5,50
63.21.06.014.01;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;34,50;;РСт;Покупные;классическая с плугом;5,00;84,14;126,00;7,17;5,49
63.21.06.014.02;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;44,61;Талисман;РСт;Покупные;классическая с плугом;5,00;84,14;126,00;7,17;5,49
63.21.06.014.03;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;60,39;Талисман;РСт;Покупные;классическая с плугом;5,00;84,14;126,00;7,17;5,49
63.21.06.016.01;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;51,10;Вега 87;РС-1;Покупные;классическая с плугом;;215,63;213,47;7,36;6,99
63.21.06.016.02;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;30,51;Вега 87;РС-1;Покупные;классическая с плугом;;215,63;213,47;7,36;6,99
63.21.06.016.03;Самара;пашня;4;2023;Люцерна 1 г.ж.корм;Лён масличный;1;104,26;Вега 87;РС-1;Покупные;классическая с плугом;;215,63;213,47;7,36;6,99
63.21.06.016.04;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;117,11;Вега 87;РС-1;Покупные;классическая с плугом;;215,63;213,47;7,36;6,99
63.21.06.016.05;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;37,47;Вега 87;РС-1;Покупные;классическая с плугом;;215,63;213,47;7,36;6,99
63.21.06.017.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Кукуруза силос;1;40,25;Вега 87;РС-1;Покупные;классическая с плугом;;197,50;237,00;8,10;7,00
63.21.06.018.01;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;129,00;Вега 87;РС-1;Покупные;классическая с плугом;;218,96;220,57;6,91;6,94
63.21.06.018.02;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;41,59;Вега 87;РС-1;Покупные;классическая с плугом;;218,96;220,57;6,91;6,94
63.21.06.018.03;Самара;пашня;4;2023;Яр.ячмень;Подсолнечник;;103,61;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;218,96;220,57;6,91;6,94
63.21.06.018.04;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;37,53;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;218,96;220,57;6,91;6,94
63.21.06.018.05;Самара;пашня;3;2023;Пар;Залежь;;12,70;;;;;;218,96;220,57;6,91;6,94
63.21.06.019.01;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;126,71;Сарга;;Покупные;;;164,00;243,57;8,96;6,89
63.21.06.019.02;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;39,29;Сарга;;Покупные;;;164,00;243,57;8,96;6,89
63.21.06.020.01;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;106,57;Сарга;;Покупные;;;193,13;215,75;9,65;7,10
63.21.06.020.02;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;91,99;Кромвелл;РСт;Покупные;классическая с плугом;5,00;193,13;215,75;9,65;7,10
63.21.06.022.01;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;258,85;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;102,47;188,38;8,23;6,87
63.21.06.022.02;Самара;пашня;3;2023;Кукуруза силос;Кукуруза силос;;83,07;;РСт;Покупные;классическая с плугом;5,00;102,47;188,38;8,23;6,87
63.21.06.022.03;Самара;пашня;3;2023;Оз.пшеница мягкая;Лён масличный;;99,00;Скипетр;;Покупные;;3,50;102,47;188,38;8,23;6,87
63.21.06.022.04;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;24,07;;РСт;Покупные;классическая с плугом;5,00;102,47;188,38;8,23;6,87
63.21.06.022.05;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;96,39;;РСт;Покупные;;5,00;102,47;188,38;8,23;6,87
63.21.06.022.06;Самара;пашня;3;2023;Оз.пшеница мягкая;Лён масличный;;99,35;Гром;ЭС;Покупные;;3,50;102,47;188,38;8,23;6,87
63.21.06.022.07;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;68,47;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;102,47;188,38;8,23;6,87
63.21.06.025.00;Самара;пашня;4;2023;Кукуруза силос;Лён масличный;;13,74;;РСт;Покупные;классическая с плугом;5,00;;;;
63.21.06.026.00;Самара;пашня;2;2023;Кукуруза силос;Оз.пшеница мягкая;;34,28;;РСт;Покупные;классическая с плугом;5,00;44,90;130,00;6,10;6,00
63.21.06.027.00;Самара;пашня;2;2023;Кукуруза силос;Оз.пшеница мягкая;;12,26;;РСт;Покупные;классическая с плугом;5,00;44,90;140,00;6,00;6,70
63.21.06.028.00;Самара;пашня;2;2023;Кукуруза силос;Оз.пшеница мягкая;;63,39;;РСт;Покупные;классическая с плугом;5,00;44,47;147,67;7,00;6,10
63.21.06.029.00;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;248,66;(нет сорта);РСт;Покупные;гибридизация;5,00;65,59;101,40;6,25;5,60
63.21.06.030.00;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;39,12;Каскад 166;РСт;Покупные;классическая с плугом;5,00;118,75;151,00;6,70;5,80
63.21.06.031.00;Самара;пашня;3;2023;Оз.пшеница мягкая;Лён масличный;;72,57;Скипетр;;Покупные;;3,50;69,33;181,67;7,10;6,10
63.21.06.032.00;Самара;пашня;2;2023;Оз.пшеница мягкая;Лён масличный;;99,27;Скипетр;;Покупные;;3,50;69,00;170,00;8,80;5,40
63.21.06.033.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;10,12;Вега 87;РС-1;Покупные;классическая с плугом;;90,00;210,00;7,30;7,00
63.21.06.034.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;22,84;Вега 87;РС-1;Покупные;классическая с плугом;;56,00;175,00;8,10;7,10
63.21.06.035.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;4,59;Вега 87;РС-1;Покупные;классическая с плугом;;60,00;223,00;8,00;7,00
63.21.06.036.01;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Кукуруза силос;1;15,46;Вега 87;РС-1;Покупные;классическая с плугом;;139,00;175,00;8,50;5,85
63.21.06.036.02;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;1,14;Вега 87;РС-1;Покупные;классическая с плугом;;139,00;175,00;8,50;5,85
63.21.06.037.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;27,58;Вега 87;РС-1;Покупные;классическая с плугом;;237,50;190,00;6,20;7,00
63.21.06.038.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;33,65;Вега 87;РС-1;Покупные;классическая с плугом;;231,50;187,00;5,70;6,90
63.21.06.039.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;137,15;Вега 87;РС-1;Покупные;классическая с плугом;;153,20;256,60;10,00;5,20
63.21.06.040.01;Самара;пашня;2;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;27,25;Вега 87;РС-1;Покупные;классическая с плугом;;164,67;208,33;8,30;6,27
63.21.06.040.02;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Оз.пшеница мягкая;1;51,13;Вега 87;РС-1;Покупные;классическая с плугом;;164,67;208,33;8,30;6,27
63.21.06.041.01;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;222,57;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;132,65;162,00;9,71;7,16
63.21.06.041.02;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;15,34;Вакула;РС-1;Покупные;классическая с плугом;3,00;132,65;162,00;9,71;7,16
63.21.06.042.01;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;101,40;;РСт;Покупные;классическая с плугом;5,00;61,92;177,50;7,17;5,63
63.21.06.042.02;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;36,69;;РСт;Покупные;классическая с плугом;5,00;61,92;177,50;7,17;5,63
63.21.06.043.01;Самара;пашня;3;2023;Оз.пшеница мягкая;Лён масличный;;76,76;Скипетр;РС-3;Свои;минимальная;3,50;68,64;170,14;6,89;5,40
63.21.06.043.02;Самара;пашня;3;2023;Оз.пшеница мягкая;Лён масличный;;105,85;Скипетр;ЭС;Покупные;;3,50;68,64;170,14;6,89;5,40
63.21.06.044.00;Самара;пашня;3;2023;Оз.пшеница мягкая;Лён масличный;;128,46;Скипетр;РС-3;Свои;классическая с плугом;3,50;220,38;180,25;8,10;5,50
63.21.06.045.00;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;69,03;Сириус;РСт;Покупные;классическая с плугом;5,00;219,83;181,67;6,90;6,00
63.21.06.046.00;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;103,39;Талисман;F1;Покупные;классическая с плугом;5,00;73,13;194,50;6,80;5,90
63.21.06.047.01;Самара;пашня;3;2023;Одн.тр.озимая тритикале корм;Горчица белая;;84,32;Слон;Без репродукции;Покупные;минимальная;2,00;155,43;162,00;7,69;5,53
63.21.06.047.02;Самара;пашня;3;2023;Одн.тр.озимая тритикале корм;Горчица белая;;110,16;Торнадо;РС-2;Покупные;минимальная;2,00;155,43;162,00;7,69;5,53
63.21.06.049.00;Самара;пашня;3;2023;Одн.тр.озимая тритикале корм;Горчица белая;;143,42;Слон;Без репродукции;Покупные;минимальная;2,00;202,25;187,00;8,45;5,70
63.21.06.050.00;Самара;пашня;3;2023;Одн.тр.озимая тритикале корм;Горчица белая;;144,46;(нет сорта);Без репродукции;Покупные;минимальная;2,00;194,42;177,50;7,80;6,00
63.21.06.051.01;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;79,49;Каскад 166;F1;Покупные;классическая с плугом;5,00;110,43;150,14;8,59;6,83
63.21.06.051.02;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;88,23;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;110,43;150,14;8,59;6,83
63.21.06.052.00;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;63,16;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;60,67;160,00;6,40;5,40
63.21.06.053.00;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;75,04;Каскад 166;РСт;Покупные;;5,00;83,33;155,67;7,00;5,50
63.21.06.054.01;Самара;пашня;3;2023;Кукуруза силос;Оз.пшеница мягкая;;79,16;Каскад 166;РСт;Покупные;классическая с плугом;5,00;72,43;184,29;6,61;5,97
63.21.06.054.02;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;108,15;(нет сорта);F1;Покупные;классическая с плугом;5,00;72,43;184,29;6,61;5,97
63.21.06.055.00;Самара;пашня;3;2023;Кукуруза силос;Лён масличный;;54,13;Каскад 166;F1;Покупные;классическая с плугом;5,00;64,00;184,50;6,70;5,95
63.21.06.056.00;Самара;пашня;3;2023;Кукуруза силос;Подсолнечник;;60,92;;РСт;Покупные;классическая с плугом;5,00;149,00;242,67;7,30;7,00
63.21.06.057.00;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;87,76;Вакула;РС-1;Покупные;классическая с плугом;3,00;165,88;275,00;9,50;6,90
63.21.06.074.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;3,36;Вега 87;РС-1;Покупные;;2,00;212,50;177,00;8,20;6,20
63.21.06.075.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;1,31;Вега 87;РС-1;Покупные;;2,00;194,00;190,00;8,70;6,10
63.21.06.076.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;2,23;Вега 87;РС-1;Покупные;;2,00;87,50;98,00;7,10;6,80
63.21.06.077.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;12,41;Вега 87;РС-1;Покупные;классическая с плугом;;156,50;150,00;7,00;7,00
63.21.06.079.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;7,54;Сарга;РС-1;Покупные;классическая с плугом;;75,00;125,00;7,00;6,00
63.21.06.080.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;10,79;Сарга;РС-1;Покупные;классическая с плугом;;222,00;182,00;6,90;6,00
63.21.06.081.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;4,56;;;;;2,00;66,00;193,00;6,80;5,40
63.21.06.082.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;5,10;Сарга;;Покупные;;;56,00;148,00;6,40;6,00
63.21.06.083.00;Самара;пашня;3;2023;Залежь;Залежь;;2,16;;;;;;190,50;182,00;8,20;5,80
63.21.06.084.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;11,28;Сарга;;Покупные;;;200,00;210,00;6,10;6,00
63.21.06.085.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;4,11;;;;;2,00;82,00;148,00;8,80;6,00
63.21.06.086.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;1,87;Сарга;;Покупные;;;60,00;187,00;8,30;5,50
63.21.06.088.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;1,82;Сарга;;Покупные;;;84,50;230,00;6,40;5,90
63.21.06.089.00;Самара;пашня;3;2023;Залежь;Залежь;;9,24;;;;;;;;;
63.21.06.090.00;Самара;пашня;3;2023;Залежь;Залежь;;18,19;;;;;;;;;
63.21.06.091.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;1,70;Сарга;;Покупные;;;75,00;168,00;8,60;6,00
63.21.06.093.00;Самара;пашня;5;2023;Кукуруза силос;Оз.пшеница мягкая;;78,55;Золотой початок 147 МВ;РСт;Покупные;классическая с плугом;5,00;259,33;180,00;6,30;7,20
63.21.06.094.00;Самара;пашня;;2023;Кукуруза силос;Оз.пшеница мягкая;;74,54;Кромвелл;РСт;Покупные;классическая с плугом;5,00;264,00;142,67;6,90;7,30
63.21.06.095.00;Самара;пашня;3;2023;Яр.ячмень;Подсолнечник;;12,75;Вакула;РС-1;Покупные;нулевая с прямым посевом;3,00;237,50;200,00;5,50;7,00
63.21.06.096.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;Лён масличный;1;1,29;Сарга;;Покупные;;;400,00;470,00;7,90;6,00
63.21.06.097.00;Самара;пашня;3;2023;Люцерна 1 г.ж.корм;;1;2,53;Вега 87;РС-1;Покупные;классическая с плугом;;;;;
47.22.06.001.01;СПб;пашня;2;2023;Залежь, кустарник;Залежь, кустарник;;15,95;;;;;;475,00;384,00;4,90;6,00
47.22.06.001.02;СПб;пашня;3;2023;Кукуруза силос;Яр.ячмень;;29,62;;;Покупные;классическая с плугом;5,40;475,00;384,00;4,90;6,00
47.22.06.002.00;СПб;пашня;3;2023;Одн.тр.(вика+овёс)с подс.(кл.кр.+тим.корм)корм;Одн.тр.озимая тритикале корм;;53,30;;;Покупные;классическая с плугом;3,40;248,50;139,00;3,65;5,60
47.22.06.003.00;СПб;пашня;3;2023;Одн.тр.(вика+овёс)с подс.(кл.кр.+тим.корм)корм;"Одн.тр.озимая тритикале корм; Оз.пшеница мягкая";;63,18;ГринСпирит Продуктивность 1;;Покупные;классическая с плугом;3,40;253,00;95,00;3,60;5,40
47.22.06.004.00;СПб;пашня;;2023;Залежь, лес;Залежь, лес;;6,71;;;;;;89,00;69,00;3,50;4,90
47.22.06.005.00;СПб;пашня;3;2023;Одн.тр.(вика+овёс)с подс.(кл.кр.+тим.корм)корм;Яр.ячмень;;41,71;;;Покупные;классическая с плугом;3,40;181,50;91,50;3,55;5,05
47.22.06.006.00;СПб;пашня;3;2023;Кукуруза силос;Одн.тр.оз.рожь корм;;39,86;;;Покупные;классическая с плугом;5,40;201,20;125,60;3,54;5,34
47.22.06.007.00;СПб;пашня;3;2023;Кукуруза силос;Яр.ячмень;;43,64;;;Покупные;классическая с плугом;5,40;377,40;182,40;3,54;5,36
47.22.06.008.01;СПб;пашня;3;2023;Кукуруза силос;Яр.ячмень;;33,02;;;Покупные;классическая с плугом;5,40;301,00;208,00;3,70;5,20
47.22.06.008.02;СПб;пашня;3;2023;Залежь;Залежь;;4,10;;;;;;301,00;208,00;3,70;5,20
47.22.06.009.00;СПб;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;67,55;БН 06-18;;Покупные;классическая с плугом;4,30;299,57;136,57;3,53;5,43
47.22.06.010.00;СПб;пашня;3;2023;Кукуруза силос;Одн.тр.оз.рожь корм;;93,04;;;Покупные;классическая с плугом;5,40;425,67;148,33;3,48;5,50
47.22.06.011.00;СПб;пашня;;2023;Залежь;Залежь;;3,67;;;;;;418,71;153,14;3,47;5,47
47.22.06.013.00;СПб;пашня;3;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;69,62;БН 06-18;;Покупные;классическая с плугом;4,30;327,00;197,00;4,10;5,60
47.22.06.014.00;СПб;пашня;4;2023;Люцерна пр.лет корм;Люцерна 1 г.ж.корм;2;44,87;БН 06-18;;Покупные;классическая с плугом;4,30;355,00;124,00;4,50;5,90
47.22.06.015.00;СПб;пашня;3;2023;Яр.ячмень;Яр.ячмень;;62,45;Маргрет;РС-2;Покупные;классическая с плугом;3,50;239,00;126,00;4,50;6,00
47.22.06.016.00;СПб;пашня;4;2023;Люцерна пр.лет корм;Люцерна пр.лет корм;4;47,00;Дакота;;;классическая с плугом;4,30;222,00;111,00;4,20;6,25
47.22.06.017.00;СПб;пашня;;2023;Залежь, кустарник;Залежь, кустарник;;3,54;;;;;;162,00;238,00;3,60;5,20
