field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph
36.02.16.004.02,Воронеж,пашня,4.0,2023,Пар,Кукуруза силос,,5.81,,,,,,96.8,114.4,6.82,6.05
36.02.16.005.01,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза зерно,,76.7,Адевей,F1,Покупные,минимальная,8.1,105.6,114.4,6.6,6.38
36.02.16.005.02,Воронеж,пашня,4.0,2023,Пар,Кукуруза зерно,,3.0,,,,,,105.6,114.4,6.6,6.38
36.02.16.006.01,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза зерно,,100.5,Галифакс,F1,Покупные,минимальная,8.1,119.9,184.8,6.82,6.16
36.02.16.006.02,Воронеж,пашня,4.0,2023,Пар,Кукуруза зерно,,5.53,,,,,,119.9,184.8,6.82,6.16
36.02.16.007.01,Воронеж,пашня,4.0,2023,Кукуруза силос,Люцерна пр.лет корм,,12.81,Галифакс,F1,Покупные,минимальная,8.1,191.4,248.6,6.49,7.15
36.02.16.007.02,Воронеж,пашня,4.0,2023,Пар,Люцерна пр.лет корм,,1.59,,,,,,191.4,248.6,6.49,7.15
36.02.16.008.00,Воронеж,пашня,4.0,2023,Кукуруза силос,Люцерна пр.лет корм,,138.12,Галифакс,F1,Покупные,минимальная,8.1,114.4,163.35,6.49,6.6
36.02.16.009.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,73.81,,,,минимальная,3.0,147.4,199.1,6.93,6.38
36.02.16.010.01,Воронеж,пашня,4.0,2023,Сах.свекла,Оз.пшеница мягкая,,78.11,БТС 590,F1,Покупные,минимальная,45.0,85.8,77.0,6.71,6.82
36.02.16.010.02,Воронеж,пашня,4.0,2023,Сах.свекла,Оз.пшеница мягкая,,57.13,БТС 590,F1,Покупные,минимальная,45.0,85.8,77.0,6.71,6.82
36.02.16.011.01,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза зерно,,111.88,,F1,Покупные,минимальная,6.5,127.6,177.1,6.93,6.38
36.02.16.011.02,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза зерно,,20.0,,F1,Покупные,минимальная,8.1,127.6,177.1,6.93,6.38
36.02.16.012.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,100.75,,,,минимальная,3.0,105.6,101.2,7.15,6.27
36.02.16.013.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,6.15,,,,минимальная,3.0,90.2,139.7,6.6,6.27
36.02.16.014.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,24.6,,,,минимальная,3.0,90.2,149.6,6.6,6.49
36.02.16.015.00,Воронеж,пашня,4.0,2023,Кукуруза силос,Люцерна пр.лет корм,,61.63,Феномен,F1,Покупные,минимальная,8.1,97.9,114.4,6.71,6.27
36.02.16.016.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Люцерна пр.лет корм,,58.82,Галифакс,F1,Покупные,минимальная,6.5,95.7,102.3,6.82,6.05
36.02.16.018.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Люцерна пр.лет корм,,208.58,Феномен,F1,Покупные,минимальная,6.5,152.9,133.1,6.71,6.38
36.02.16.019.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Люцерна пр.лет корм,,17.96,Галифакс,F1,Покупные,минимальная,6.5,148.5,138.6,6.71,6.38
36.02.16.020.00,Воронеж,пашня,3.0,2023,Аренда,Аренда,,92.06,,,,,,224.4,83.6,6.6,5.94
36.02.16.021.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Одн.тр.суданская тр.корм.,1.0,157.7,,,,минимальная,3.0,135.3,128.7,6.71,5.83
36.02.16.022.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,138.23,,,,минимальная,3.0,103.4,119.9,6.49,6.16
36.02.16.023.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Люцерна пр.лет корм,,119.46,Галифакс,F1,Покупные,минимальная,6.5,93.5,129.8,6.6,6.38
36.02.16.024.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Люцерна пр.лет корм,,72.8,Галифакс,F1,Покупные,минимальная,6.5,118.8,151.8,6.71,6.05
36.02.16.025.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,71.1,,,,минимальная,3.0,106.7,108.9,6.05,6.27
36.02.16.026.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,29.77,Планет,РС-1,Свои,минимальная,5.5,176.0,177.1,5.72,6.27
36.02.16.027.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4.0,41.54,,,Покупные,минимальная,5.5,93.5,78.1,5.72,6.27
36.02.16.028.00,Воронеж,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,104.43,Планет,РС-1,Свои,минимальная,5.5,92.4,116.6,5.17,6.16
36.02.16.029.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,138.15,БН 06-18,РС-1,Свои,минимальная,3.0,114.4,129.8,5.94,6.05
36.02.16.030.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Люцерна пр.лет корм,,58.13,Максалия,F1,Покупные,минимальная,6.5,88.0,101.2,6.05,6.05
36.02.16.031.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Люцерна пр.лет корм,,31.14,Максалия,F1,Покупные,минимальная,6.5,78.1,112.2,5.94,6.38
36.02.16.032.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,,24.08,КСС 7270,F1,Покупные,минимальная,6.5,75.9,92.4,4.84,5.61
36.02.16.033.00,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза силос,,92.08,КСС 7270,F1,Покупные,минимальная,8.1,124.3,152.9,5.5,6.6
36.02.16.034.00,Воронеж,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,51.68,Планет,РС-1,Свои,минимальная,5.5,99.0,106.7,5.61,6.38
36.02.16.036.01,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,22.07,,,,минимальная,3.0,166.1,174.9,6.38,6.27
36.02.16.036.02,Воронеж,пашня,3.0,2023,Аренда,Аренда,,65.95,,,,,,166.1,174.9,6.38,6.27
36.02.16.037.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,172.68,БН 06-18,РС-1,Свои,минимальная,3.0,136.95,149.05,6.05,6.27
36.02.16.038.01,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,53.08,Планет,ЭС,Свои,минимальная,3.0,161.7,114.4,5.94,6.38
36.02.16.038.02,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,24.37,БН 06-18,РС-1,Свои,минимальная,3.0,161.7,114.4,5.94,6.38
36.02.16.039.00,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,9.05,,,,минимальная,3.0,77.0,101.2,5.28,6.93
36.02.16.040.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,39.05,,,,минимальная,3.0,95.7,132.0,5.83,6.16
36.02.17.001.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4.0,28.57,Песчаный 1251,РСт,Свои,минимальная,3.4,62.7,77.0,6.38,6.16
36.02.17.002.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4.0,3.77,Песчаный 1251,РСт,Свои,минимальная,3.4,62.7,77.0,7.59,6.71
36.02.17.003.00,Воронеж,пашня,3.0,2023,Подсолнечник,Кукуруза силос,,96.64,Фаусто ШТ,F1,Покупные,минимальная,2.5,62.7,80.3,6.05,6.6
36.02.17.004.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3.0,3.98,Планет,РС-1,Свои,минимальная,5.5,85.8,78.1,7.15,6.71
36.02.17.005.00,Воронеж,пашня,3.0,2023,Яр.ячмень,Кукуруза силос,,16.13,Вакула,РС-1,Свои,минимальная,5.0,52.8,64.9,5.72,6.27
36.02.17.006.00,Воронеж,пашня,3.0,2023,Яр.ячмень,Кукуруза силос,,18.78,Вакула,РС-1,Свои,минимальная,5.0,79.2,82.5,5.28,6.71
36.02.17.008.00,Воронеж,пашня,3.0,2023,Кукуруза зерно,Кукуруза силос,,44.73,Максалия,F1,Покупные,минимальная,6.5,103.4,82.5,6.49,6.6
36.02.17.009.00,Воронеж,пашня,3.0,2023,Яр.ячмень,Кукуруза силос,,8.11,Вакула,РС-1,Свои,минимальная,5.0,74.8,106.7,4.07,7.59
36.02.17.010.00,Воронеж,пашня,2.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3.0,47.44,Планет,РС-1,Свои,минимальная,5.5,117.7,127.6,5.83,7.04
36.02.17.011.00,Воронеж,пашня,2.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3.0,85.89,Планет,РС-1,Свои,минимальная,5.5,246.4,121.0,5.17,6.27
36.02.17.012.00,Воронеж,пашня,2.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3.0,66.04,Планет,РС-1,Свои,минимальная,5.5,224.4,162.8,4.62,5.83
36.02.17.013.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.1 г.ж.корм,2.0,73.54,Песчаный 1251,РСт,Свои,минимальная,3.4,183.7,91.3,2.64,5.61
36.02.17.014.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.1 г.ж.корм,2.0,45.39,Песчаный 1251,РСт,Свои,минимальная,3.4,114.4,74.8,4.51,6.82
36.02.17.015.00,Воронеж,пашня,3.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4.0,24.81,Песчаный 1251,РСт,Свои,минимальная,3.4,151.8,123.2,6.27,6.16
36.02.17.016.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,,98.88,Губернатор Дона,РС-1,Свои,минимальная,5.7,99.0,125.4,3.74,5.94
36.02.17.017.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,,56.0,Губернатор Дона,РС-1,Свои,минимальная,5.7,130.9,147.4,3.85,5.61
36.02.17.018.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,120.57,Виктория,ЭС,Свои,минимальная,5.5,114.4,110.0,5.94,6.27
36.02.17.019.00,Воронеж,пашня,2.0,2023,Кукуруза силос,Люцерна пр.лет корм,,97.33,Креатив,F1,Покупные,минимальная,8.1,139.7,152.9,3.74,5.72
36.02.17.020.00,Воронеж,пашня,2.0,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,3.0,72.61,Песчаный 1251,РСт,Свои,минимальная,3.4,42.9,61.6,2.97,5.61
36.02.17.021.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Лён масличный,,105.24,Губернатор Дона,РС-1,Свои,минимальная,5.7,127.6,88.0,5.17,6.16
36.02.17.022.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Люцерна пр.лет корм,,101.02,Креатив,F1,Покупные,минимальная,8.1,99.0,86.9,5.94,6.38
36.02.17.023.00,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3.0,110.87,Планет,РС-1,Свои,минимальная,5.5,134.2,91.3,6.6,6.49
36.05.07.001.01,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.сем.,Кукуруза зерно,1.0,58.39,Дакота,РС-1,Покупные,минимальная,0.13,91.3,112.2,6.6,6.16
36.05.07.001.02,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.сем.,Соя,1.0,8.07,Дакота,РС-1,Покупные,минимальная,0.13,91.3,112.2,6.6,6.16
36.05.07.001.03,Воронеж,пашня,3.0,2023,Эспарцет 1 г.ж.корм,Соя,1.0,1.0,,,Свои,минимальная,,91.3,112.2,6.6,6.16
36.05.07.002.01,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.сем.,Соя,1.0,81.0,Планет,РС-1,Покупные,минимальная,0.13,141.9,148.5,6.6,5.72
36.05.07.002.02,Воронеж,пашня,3.0,2023,Пар,Соя,,12.88,,,,минимальная,,141.9,148.5,6.6,5.72
36.05.07.003.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,,65.94,Губернатор Дона,ЭС,Покупные,минимальная,5.5,110.0,132.0,7.04,6.05
36.05.07.004.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,,12.53,Губернатор Дона,РС-3,Свои,минимальная,5.5,108.9,84.7,6.38,6.6
36.05.07.005.01,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Нут,,85.42,Гром,ЭС,Покупные,минимальная,5.5,105.6,83.6,6.82,6.16
36.05.07.005.02,Воронеж,пашня,3.0,2023,Яр.ячмень,Подсолнечник кондит.,,48.8,Маргрет,РС-2,Свои,минимальная,5.0,105.6,83.6,6.82,6.16
36.05.07.005.03,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,1.75,Дакота,РС-2,Свои,минимальная,5.4,105.6,83.6,6.82,6.16
36.05.07.005.04,Воронеж,пашня,3.0,2023,Пар,Люцерна 1 г.ж.корм,,2.46,,,,,,105.6,83.6,6.82,6.16
36.05.07.005.05,Воронеж,пашня,3.0,2023,Одн.тр.суданская тр.корм.,Люцерна 1 г.ж.корм,,2.0,Кинельская 100,РСт,Свои,минимальная,,105.6,83.6,6.82,6.16
36.05.07.006.00,Воронеж,пашня,3.0,2023,Оз.пшеница мягкая,Кукуруза силос,,134.57,Губернатор Дона,РС-3,Свои,минимальная,5.5,129.8,122.1,7.04,5.83
36.05.07.007.00,Воронеж,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,,7.06,Губернатор Дона,РС-3,Свои,минимальная,5.5,96.8,97.9,7.04,5.72
36.05.07.008.01,Воронеж,пашня,4.0,2023,Оз.пшеница мягкая,Кукуруза силос,,160.63,Губернатор Дона,РС-3,Свои,минимальная,5.5,117.7,192.5,6.49,6.6
36.05.07.008.02,Воронеж,пашня,4.0,2023,Яр.ячмень,Кукуруза силос,,2.0,Маргрет,РС-2,Свои,минимальная,5.0,117.7,192.5,6.49,6.6
36.05.07.009.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,Кукуруза силос,,123.57,Губернатор Дона,РС-3,Свои,минимальная,5.5,127.6,114.4,6.6,6.16
36.05.07.010.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,Кукуруза силос,,83.42,Губернатор Дона,РС-3,Свои,минимальная,5.5,161.7,106.7,6.49,6.05
36.05.07.012.01,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,Кукуруза силос,,101.27,Губернатор Дона,РС-3,Свои,минимальная,5.5,152.08,129.8,6.44,6.38
36.05.07.012.02,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,5.04,Дакота,РС-2,Свои,минимальная,5.4,152.08,129.8,6.44,6.38
36.05.07.012.03,Воронеж,пашня,3.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,2.47,Дакота,РС-2,Свои,минимальная,5.4,152.08,129.8,6.44,6.38
36.05.07.014.01,Воронеж,пашня,3.0,2023,Соя,Кукуруза зерно,,17.0,Пруденс,РСт,Свои,минимальная,2.0,99.0,94.6,6.82,6.05
36.05.07.014.02,Воронеж,пашня,3.0,2023,Пар,Кукуруза зерно,,8.15,,,,,,99.0,94.6,6.82,6.05
36.05.07.015.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,Кукуруза силос,,113.99,Губернатор Дона,РС-3,Свои,минимальная,5.5,140.8,108.9,6.05,6.27
36.05.07.016.00,Воронеж,пашня,5.0,2023,Оз.пшеница мягкая,Кукуруза силос,,181.45,Губернатор Дона,РС-3,Свои,минимальная,5.5,170.5,163.9,6.27,6.49
36.05.07.018.00,Воронеж,пашня,5.0,2023,Кукуруза силос,Подсолнечник кондит.,,42.13,КСС 5291,F1,Покупные,минимальная,7.5,207.9,129.8,6.93,6.82
36.05.07.019.00,Воронеж,пашня,5.0,2023,Кукуруза силос,Подсолнечник кондит.,,70.19,КСС 5291,F1,Покупные,минимальная,7.5,137.5,136.4,6.16,6.71
36.05.07.020.00,Воронеж,пашня,5.0,2023,Кукуруза зерно,Кукуруза зерно,,97.16,КСС 7270,F1,Покупные,минимальная,6.5,151.8,102.3,6.6,6.49
36.05.07.021.01,Воронеж,пашня,5.0,2023,Кукуруза силос,Кукуруза зерно,,69.0,Максалия,F1,Покупные,минимальная,7.5,174.9,94.6,6.27,6.38
36.05.07.021.02,Воронеж,пашня,5.0,2023,Кукуруза зерно,Кукуруза зерно,,45.94,Максалия,F1,Покупные,минимальная,6.5,174.9,94.6,6.27,6.38
36.05.07.022.00,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,65.33,Виктория,ЭС,Покупные,минимальная,5.4,143.0,104.5,6.6,6.16
36.05.07.023.00,Воронеж,пашня,5.0,2023,Сорго зерновое,Кукуруза силос,,98.88,Калатур,F1,Покупные,минимальная,3.47,135.3,133.1,6.05,6.6
36.05.07.024.00,Воронеж,пашня,5.0,2023,Кукуруза зерно,Подсолнечник кондит.,,129.38,КСС 5291,F1,Покупные,минимальная,6.5,160.6,121.0,6.49,6.71
36.05.07.026.01,Воронеж,пашня,4.0,2023,Подсолнечник кондит.,Люцерна пр.лет корм,,87.0,Джинн М,ЭС,Покупные,классическая с плугом,1.9,141.9,97.9,6.82,6.6
36.05.07.026.02,Воронеж,пашня,4.0,2023,Одн.тр.суданская тр.корм.,Люцерна пр.лет корм,,10.0,Кинельская 100,,Свои,классическая с плугом,,141.9,97.9,6.82,6.6
36.05.07.026.03,Воронеж,пашня,4.0,2023,Пар,Люцерна пр.лет корм,,8.81,,,,,,141.9,97.9,6.82,6.6
36.05.07.027.00,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,94.11,Виктория,ЭС,Покупные,минимальная,5.4,146.3,123.2,6.27,6.71
36.05.07.028.00,Воронеж,пашня,5.0,2023,Кукуруза силос,Подсолнечник кондит.,,36.55,КСС 5291,F1,Покупные,минимальная,7.5,144.1,105.6,6.38,6.71
36.05.07.029.00,Воронеж,пашня,5.0,2023,Кукуруза зерно,Сорго зерновое,,98.79,Рекордина,F1,Покупные,минимальная,6.5,148.5,103.4,6.27,6.71
36.05.07.030.01,Воронеж,пашня,4.0,2023,Сах.свекла,Оз.пшеница мягкая,,66.1,Мустанг,F1,Покупные,классическая с плугом,40.0,117.7,93.5,6.93,6.16
36.05.07.030.02,Воронеж,пашня,4.0,2023,Кукуруза силос,Оз.пшеница мягкая,,10.0,Сириус,F1,Покупные,минимальная,7.5,117.7,93.5,6.93,6.16
36.05.07.030.03,Воронеж,пашня,4.0,2023,Кукуруза зерно,Оз.пшеница мягкая,,17.81,Сириус,F1,Покупные,минимальная,6.5,117.7,93.5,6.93,6.16
36.05.07.031.00,Воронеж,пашня,5.0,2023,Сах.свекла,Оз.пшеница мягкая,,14.69,Аландо,F1,Покупные,классическая с плугом,40.0,180.4,272.8,6.38,6.93
36.05.07.032.00,Воронеж,пашня,5.0,2023,Соя,Кукуруза зерно,,15.0,Пруденс,РСт,Свои,минимальная,2.0,152.9,183.7,6.71,6.6
36.05.07.033.00,Воронеж,пашня,5.0,2023,Подсолнечник кондит.,Люцерна пр.лет корм,,135.51,Джинн М,ЭС,Покупные,классическая с плугом,1.9,139.7,97.9,6.71,6.49
36.05.07.034.01,Воронеж,пашня,5.0,2023,Кукуруза зерно,Подсолнечник кондит.,,51.0,Сириус,F1,Покупные,минимальная,6.5,121.0,100.1,6.71,6.6
36.05.07.034.02,Воронеж,пашня,5.0,2023,Пар,Подсолнечник кондит.,,2.28,,,,,,121.0,100.1,6.71,6.6
36.05.07.035.01,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,148.5,Виктория,ЭС,Покупные,минимальная,5.4,154.0,133.1,6.49,6.6
36.05.07.035.02,Воронеж,пашня,5.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,34.9,Дакота,РС-2,Свои,минимальная,5.4,154.0,133.1,6.49,6.6
36.05.07.036.00,Воронеж,пашня,5.0,2023,Подсолнечник кондит.,Люцерна пр.лет корм,,25.73,Джинн М,ЭС,Покупные,классическая с плугом,1.9,133.1,93.5,6.71,6.38
36.05.07.037.00,Воронеж,пашня,4.0,2023,Соя,Кукуруза зерно,,32.98,Пруденс,РСт,Свои,минимальная,2.0,92.4,94.6,6.93,6.27
36.05.07.038.00,Воронеж,пашня,4.0,2023,Соя,Кукуруза зерно,,33.98,Пруденс,РСт,Свои,минимальная,2.0,99.0,86.9,6.6,6.49
36.05.07.039.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза зерно,,37.98,Максалия,F1,Покупные,минимальная,6.5,93.5,78.1,6.16,6.49
36.05.07.040.00,Воронеж,пашня,5.0,2023,Сах.свекла,Оз.пшеница мягкая,,160.89,Мустанг,F1,Покупные,минимальная,40.0,124.3,140.8,6.49,6.49
36.05.07.041.00,Воронеж,пашня,5.0,2023,Подсолнечник кондит.,Люцерна пр.лет корм,,63.97,Джинн М,ЭС,Покупные,классическая с плугом,1.9,176.0,151.8,6.27,6.49
36.05.07.042.00,Воронеж,пашня,5.0,2023,Подсолнечник кондит.,Люцерна пр.лет корм,,18.57,Джинн М,ЭС,Покупные,классическая с плугом,1.9,128.7,179.3,6.6,6.49
36.05.07.043.00,Воронеж,пашня,4.0,2023,Сах.свекла,Оз.пшеница мягкая,,94.1,Аландо,F1,Покупные,минимальная,40.0,112.2,158.4,6.38,6.49
36.05.07.044.00,Воронеж,пашня,5.0,2023,Сах.свекла,Оз.пшеница мягкая,,86.18,Виорика,F1,Покупные,минимальная,40.0,132.0,172.7,6.6,7.04
36.05.07.045.00,Воронеж,пашня,3.0,2023,Сах.свекла,Оз.пшеница мягкая,,89.95,Аландо,F1,Покупные,минимальная,40.0,95.7,145.2,6.6,6.49
36.05.07.046.00,Воронеж,пашня,3.0,2023,Сах.свекла,Соя,,82.41,Мустанг,F1,Покупные,классическая с плугом,40.0,104.5,106.7,6.27,6.6
36.05.07.047.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Кукуруза зерно,,92.33,Максалия,F1,Покупные,минимальная,6.5,126.5,126.5,6.16,6.71
36.05.07.048.00,Воронеж,пашня,5.0,2023,Сах.свекла,Оз.пшеница мягкая,,27.85,Аландо,F1,Покупные,минимальная,40.0,171.6,239.8,6.16,6.38
36.05.07.049.01,Воронеж,пашня,4.0,2023,Подсолнечник кондит.,Оз.пшеница мягкая,,33.0,Джинн М,ЭС,Покупные,минимальная,1.9,135.3,89.1,6.27,6.38
36.05.07.049.02,Воронеж,пашня,4.0,2023,Пар,Оз.пшеница мягкая,,0.16,,,,,,135.3,89.1,6.27,6.38
36.05.07.050.00,Воронеж,пашня,3.0,2023,Сорго зерновое,Кукуруза силос,,40.18,Калатур,F1,Покупные,минимальная,3.47,95.7,99.0,6.16,6.49
36.05.07.052.00,Воронеж,пашня,3.0,2023,Сорго зерновое,Кукуруза силос,,27.83,Калатур,F1,Покупные,минимальная,3.47,78.1,72.6,6.27,6.16
36.05.07.053.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Яр.ячмень,,44.68,Сириус,F1,Покупные,минимальная,7.5,104.5,138.6,6.6,6.27
36.05.07.054.00,Воронеж,пашня,5.0,2023,Кукуруза силос,Оз.пшеница мягкая,,38.08,Сириус,F1,Покупные,минимальная,7.5,93.5,125.4,7.04,5.83
36.05.07.055.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Люцерна пр.лет корм,,132.88,Золотой початок 200 СВ,F1,Покупные,классическая с плугом,7.5,99.0,112.2,6.49,6.16
36.05.07.056.00,Воронеж,пашня,4.0,2023,Кукуруза силос,Кукуруза зерно,,110.99,Золотой початок 200 СВ,F1,Покупные,минимальная,7.5,92.4,116.6,6.82,6.16
36.05.07.057.01,Воронеж,пашня,4.0,2023,Одн.тр(оз.тритикале+оз.вика) корм,Яр.ячмень,,175.13,Вика озимая,РС-2,Покупные,минимальная,4.1,110.0,133.1,6.05,6.82
36.05.07.057.02,Воронеж,пашня,3.0,2023,Пар,Одн.тр.суданская тр.семена,,10.5,,,,минимальная,,110.0,133.1,6.05,6.82
36.05.07.057.03,Воронеж,пашня,3.0,2023,Пар,Пар,,1.3,,,,минимальная,,110.0,133.1,6.05,6.82
36.05.07.058.00,Воронеж,пашня,4.0,2023,Соя,Кукуруза зерно; Одн.тр.суданская тр.корм.,,56.42,Пруденс,РСт,Свои,минимальная,2.0,149.6,180.4,6.82,6.27
36.05.07.059.00,Воронеж,пашня,3.0,2023,Соя,Кукуруза зерно,,35.04,Пруденс,РСт,Свои,минимальная,2.0,86.9,71.5,6.38,7.15
36.05.07.060.00,Воронеж,пашня,3.0,2023,Сорго зерновое,Кукуруза силос,,22.41,Калатур,F1,Покупные,минимальная,3.47,105.6,81.4,5.61,7.26
36.05.07.061.00,Воронеж,пашня,4.0,2023,Кукуруза зерно,Оз.пшеница мягкая,,57.96,Сириус,F1,Покупные,минимальная,6.5,130.9,121.0,6.16,6.71
36.05.07.063.00,Воронеж,пашня,4.0,2023,Кукуруза силос,Оз.пшеница мягкая,,39.1,Сириус,F1,Покупные,минимальная,7.5,100.1,95.7,6.82,6.16
36.05.07.064.00,Воронеж,пашня,3.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,94.28,Дакота,РС-3,Свои,классическая с плугом,3.0,103.4,161.7,6.38,6.49
36.05.07.065.00,Воронеж,пашня,3.0,2023,Кукуруза силос,Люцерна пр.лет корм,,121.96,Галифакс,F1,Покупные,классическая с плугом,7.5,79.2,102.3,6.38,6.38
36.05.07.066.00,Воронеж,пашня,5.0,2023,Сорго зерновое,Кукуруза силос,,101.0,Арски,F1,Покупные,минимальная,3.47,141.9,130.9,6.05,6.71
36.05.07.068.00,Воронеж,пашня,4.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,40.47,Дакота,РС-3,Свои,классическая с плугом,3.0,145.2,185.9,5.83,7.26
36.05.07.069.00,Воронеж,пашня,5.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,15.46,Дакота,РС-3,Свои,минимальная,3.0,143.0,163.9,6.38,6.82
36.05.07.070.00,Воронеж,пашня,4.0,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2.0,74.37,Дакота,РС-2,Свои,минимальная,5.4,115.5,112.2,5.94,7.15
36.05.07.071.00,Воронеж,пашня,5.0,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1.0,67.81,Дакота,РС-3,Свои,минимальная,3.0,140.8,149.6,6.16,6.82
